ParentOrganisation.ABN,ParentOrganisation.LegalName,ABN,LegalName,ClientNotes
65140067287,"Barton Deakin ",,Qatar Airways,https://www.qatarairways.com/en-au/homepage.html?gclid=CjwKCAjwm4rqBRBUEiwAwaWjjPAtRgWklbUYtdU0WvMyIzkow2UnKP8ep5XjIftuiBH-N5zegcg2ThoCF-sQAvD_BwE&s_kwcid=AL!3739!3!166932555776!e!!g!!qatar-airways&ef_id=CjwKCAjwm4rqBRBUEiwAwaWjjPAtRgWklbUYtdU0WvMyIzkow2UnKP8ep5XjIftuiBH-N5zegcg2ThoCF-sQAvD_BwE:G:s
65140067287,"Barton Deakin ",,QBE Insurance Group Limited,
79109681405,Hawker Britton Group Pty Ltd,,"QBE Insurance Group Pty Ltd ",
92603411650,Spring Street Advisory,,Qenos,
39098650241,John O'Connor and Associates Pty Ltd,,Qenos Pty Ltd,
27613857668,Next Level Strategic Services Pty Ltd,,QER,
50082123822,GRACosway Pty Ltd,95942373762,QIC Limited,https://www.qic.com.au/
76615655699,Nexus APAC Pty Ltd,18075744151,QICP Pty Ltd,
25069333400,TAYLOR STREET ADVISORY PTY LTD,18075744151,QICP Pty Ltd,
39098650241,John O'Connor and Associates Pty Ltd,,QNP Ltd,
63103178258,Res Publica Pty Ltd,,"Quantium ",
79109681405,Hawker Britton Group Pty Ltd,,Quasar Resources Pty Ltd,
81165559339,Digby McLeay Consulting Pty Ltd,15622782567,Queensland Pacific Metals Pty Ltd,
76615655699,Nexus APAC Pty Ltd,40094502208,Queensland XRay Pty Ltd,
50082123822,GRACosway Pty Ltd,83000532696,Queenwood School for Girls Ltd,https://www.queenwood.nsw.edu.au/
73130740546,CMAX Communications Pty Ltd,,Quickstep Technologies Pty Ltd,
29145634224,Jo Scard Pty Ltd,,Quintessential Equities 023 Pty Ltd,
13159060561,Megan Anwyl,,Quintiq Pty Ltd,
13159060561,Megan Anwyl,,Quintiq Pty Ltd,
44230891629,The Trustee for Hilton Valley Investment,,R_Co Graphics,
90604408826,TSB Advisory Pty Ltd,,Rabobank Australia and New Zealand Group,
91167042408,Royce Communications Pty Ltd,,Racing Victoria,
91167042408,Royce Communications Pty Ltd,,Racing Victoria,
56054857698,MR DARYL GORDON PILMORE,,RACINNE AUSTRALIA PTY LTD,
56054857698,MR DARYL GORDON PILMORE,,RACINNE AUSTRALIA PTY LTD,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Radio Rentals Group,
91338850428,M.J STEVENS & P WONG,22150968933,Radmis Pty Ltd,www.radmis.com
80060862704,ABAKUS Aircraft and Aviation Specialists Pty Limited,,Rafael  Advanced Defense Systems Limited,"www.rafael.co.il
"
73130740546,CMAX Communications Pty Ltd,,Rafael Advanced Defense Systems,
80060862704,ABAKUS Aircraft and Aviation Specialists Pty Limited,34616808087,RAFAEL Australia Pty Limited,Australian marketing entity for RAFAEL Advanced Defense Systems Ltd
40105759279,CRAKYL Pty Ltd,,Rainbowforce Pty Ltd,
27613857668,Next Level Strategic Services Pty Ltd,,Ramsay Health Care,
90604408826,TSB Advisory Pty Ltd,,Rare Cancers Australia,
89096965794,opr Agency,,Rare Voices Australia,
50082123822,GRACosway Pty Ltd,,RateSetter Australia RE Limited,
32100477147,Aegis Consulting Group Pty Ltd,,Re Group,
51069838222,The Fifth Estate Consultancy Pty Ltd,87067697607,Re Group Pty Ltd,
25008547877,Bramex Pty Ltd,,Reach Beyond Australia,
48074671462,Essential Media Communications,,Reading Writing Hotline,
45791838779,MMJ Consulting,,Readymade Productions Pty Ltd,
29138717272,Momentum Strategic Communication Services,,Red Meat MOU Taskforce,
71105001081,Bush Consulting Services Pty Ltd,,Red Tower Pty Ltd,
71105001081,Bush Consulting Services Pty Ltd,,Red Tower Pty Ltd,
21131482230,Sanlaan Pty Ltd,,Redback Technologies,
67618969332,The Shape Agency,,Redundancy Payment Central Fund Ltd (trading as Incolink),
41317956923,GIMC Consulting,33083553860,Redwave Media Pty Ltd,
66163887885,Global Issues Group,,Refrigerants Australia,
28613329472,Advisory Street Pty Ltd,,Regional Bank CEOs (Bank of Queensland/Bendigo-Adelaide Bank/Suncorp Bank/ME/ING/AMP Bank/MyState),
18169904232,Collective Position Group Pty Ltd,,"Regional Capitals Australia ",
18169904232,Collective Position Group Pty Ltd,,Regional Cities New South Wales,
94064357544,CPR Communications & Public Relations Pty Ltd,,Regional Cities Victoria,
94064357544,CPR Communications & Public Relations Pty Ltd,,Regional Cities Victoria,
17148998645,Diplomacy Pty Limited,,Regional Development Australia Barwon South West,
31626366452,Puzzle Consulting Pty Ltd,,Regional Development Australia GoldfieldsEsperance,
58076830530,Australian Project Developments Pty. Ltd.,,Regional Planning Solutions (SA),
23630677673,TG Endeavour Pty Ltd,,"Regis Aged Care Pty Ltd ",
24613884763,Strategic Political Counsel Pty Ltd,,REINSW,
65140067287,"Barton Deakin ",32006507811,"Rent4keeps (Aust) Pty Ltd      ",https://rent4keeps.com.au/
92603411650,Spring Street Advisory,,RES Australia,
41108538772,Public Policy Solutions Pty Ltd,,Res Publica Pty Ltd,
89096965794,opr Agency,,Research Australia,
46071979461,FTI Consulting (Perth) Pty Ltd,,Resource Capital Funds,
63106038304,Premier Strategy Pty Ltd,,ResourceCo,
20126507211,Richardson Coutts,,RGA Reinsurance Company of Australia,
76619209915,Dragoman Pty Ltd,,Rheinmetall,
89412183088,Resolution Junction,,Richmond Cricket Club Inc,
20126507211,Richardson Coutts,,Ridgelands Resources,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Rimini street,
49622979177,"Media and Public Affairs ",,RinaScentia,
64964952044,Govstrat Pty Ltd,,Rio Tinto,
93156511607,C2hills Investments Pty Limited,14165446837,Rivcott Pty Limited,
79632066669,Operational Legal Australia Pty Ltd,92644710607,RMB Lawyers,
73137508555,The Premier Communications Group Pty Ltd.,,"Road Freight NSW ",
89096965794,opr Agency,,Roche Australia,
72600464855,CT International and Corporate Advisory Pty Ltd,,Roche Group Pty Ltd,
99003613134,Covance Pty Ltd (Covance Market Access Services division),,Roche Products Pty Limited,
39008566943,Pynfall Pty Ltd,78002328449,Rohde and Schwarz Australia,www.rohde-schwarz.com.au
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Romtech Pty Ltd ",
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Romtech Pty Ltd ",
40344935470,John C Blackwell,,RooCom Consulting,
33136520548,SAS Consulting Group Pty Ltd,37739341003,Rotary Australia World Community Service Ltd,
92613243057,Strategic Partnership Group Pty Ltd,80000644404,Royal Australian and New Zealand College of Ophthalmologists,
51364113263,Cotterell Jannette Suzanne,,Royal Australian and New Zealand College of Radiologists,
89096965794,opr Agency,,Royal Australian College of General Practitioners,
89096965794,opr Agency,,Royal Canin,
50078482596,FIPRA Australia Pty Limited,,Royal Caribbean Cruises Australia,
50078482596,FIPRA Australia Pty Limited,,Royal Caribbean Cruises Limited USA,
20126507211,Richardson Coutts,,Royal Caribbean Line Australia,
21131482230,Sanlaan Pty Ltd,52082406821,Royal Freemasons Ltd,Royal Freemasons Ltd
48164583519,Quinntessential Pty Ltd,28521424723,Royal Society For The Welfare of Mothers & Babies,
13159060561,Megan Anwyl,,"RPM Project Management ",
26149964189,Premier State Consulting Pty Ltd,,RSPCA Australia,
91631938317,Wells OCallaghan Watterson Pty Ltd,35626749611,Rubrik,
36617864347,Primary Communication Partners,,Rugby Australia Limited,
40079616050,Porter Novelli Australia Pty Ltd,,Rural Bank Ltd,
23630677673,TG Endeavour Pty Ltd,,Rural Funds Management,
40079616050,Porter Novelli Australia Pty Ltd,,Rural Workforce Agency Victoria,
83586804536,McGrane-Fitzgerald Unit Trust,42616856798,RuralSuper Australia Pty Ltd,
71595434578,PRX Unit Trust,44142241110,RYMAN HEALTHCARE (AUSTRALIA) PTY LTD,https://www.rymanhealthcare.com.au/
96727742003,O'Reilly Consulting,,SA Timber Processors Association,
23630677673,TG Endeavour Pty Ltd,,"SAAB ",
91431104249,The Trustee for Markeit Family Trust,,Saab Australia,
90604408826,TSB Advisory Pty Ltd,,SAAB Australia Pty Ltd,
81634747363,GC Advisory Pty Ltd,80133482881,SABER ASTRONAUTICS AUSTRALIA PTY. LTD,
56131702755,GRA Partners Pty Ltd,73609551840,Safe Watch Global Pty Ltd,https://safewatchglobal.com/?AspxAutoDetectCookieSupport=1
96146192663,Dunns4 Consulting Pty Ltd,,Safran Electronics and Defence,
96146192663,Dunns4 Consulting Pty Ltd,,Safran Electronics and Defence,
91167042408,Royce Communications Pty Ltd,,Salta Group,
91167042408,Royce Communications Pty Ltd,,Salta Group,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Samstone Pty Ltd ",
94064357544,CPR Communications & Public Relations Pty Ltd,,Samsung Electronics Australia,
94064357544,CPR Communications & Public Relations Pty Ltd,,Samsung Electronics Australia,
50082123822,GRACosway Pty Ltd,,Sands. Miscarriage Stillbirth Newborn Death Support,
89096965794,opr Agency,,Sanofi,
99003613134,Covance Pty Ltd (Covance Market Access Services division),,Sanofi Aventis Australia Pty Ltd,
86231566780,The Trustee for Bespoke Business Trust,31008558807,Sanofi-Aventis Australia Pty Ltd,
71105001081,Bush Consulting Services Pty Ltd,,SAP,
71105001081,Bush Consulting Services Pty Ltd,,"SAP ",
51364113263,Cotterell Jannette Suzanne,,Sayyid Mohammad Taqi al-Modarresi,
31083755104,Seismic Asia Pacific Pty Ltd,,SBG Systems SAS,"1, avenue Eiffel, 78420 Carrieres-sur-Seine France"
41008620326,Cynergy Pty Ltd,,SCE Energy Solutions Pty Ltd,
70737580108,Daymark Public Relations Pty Ltd,63004280871,Scope (Aust) Ltd,"https://www.scopeaust.org.au/ "
50082123822,GRACosway Pty Ltd,,Scope Global Pty Ltd,
36617864347,Primary Communication Partners,,Scouts Australia,
,Kerry B. Collison,,Sea Transport Corporation,
31665863451,The Trustee for Bespoke Territory Unit Trust,50009347846,Seafarms Group Limited,https://seafarms.com.au/
94064357544,CPR Communications & Public Relations Pty Ltd,,Searoad Ferries,
94064357544,CPR Communications & Public Relations Pty Ltd,,Searoad Ferries,
49622979177,"Media and Public Affairs ",,Security In depth,
89096965794,opr Agency,,Seeing Machines,
48164583519,Quinntessential Pty Ltd,34093877331,"Seeing Machines Limited ",https://www.seeingmachines.com/
99153936719,"Cornerstone Group Australia Pty Ltd ",,"SEEK Limited ",
35631919009,Counsel House Pty Ltd,98000101315,Sell & Parker Pty Ltd,
87145965466,Sling & Stone,99161399622,SENDLE PTY LTD,https://www.sendle.com/
84094846358,Consilium International Group Pty Ltd,,Senetas,
53153921058,One Degree Advisory Pty Ltd,,Sentient Hubs,
89096965794,opr Agency,26160735035,Seqirus,
32105250413,The Strategic Counsel,,Seqirus Australia,
56131702755,GRA Partners Pty Ltd,44003677352,Serco Australia Pty Limited,
13099902459,Visionary  Enterprising Management Services Pty Ltd,,Service Skills Industry Alliance Inc.,
32105250413,The Strategic Counsel,,Servier Laboratories (Aust) Pty Ltd,
65140067287,"Barton Deakin ",,"Settlement Services International ",
23630677673,TG Endeavour Pty Ltd,,"Seven West Media ",
23630677673,TG Endeavour Pty Ltd,,"Seven West Media ",
71595434578,PRX Unit Trust,86069055956,SHAJOR PTY. LTD,https://www.thecoachinginstitute.com.au/
97009584105,Bartholomew Quinn and Associates,,Shaw Contracting,
79632066669,Operational Legal Australia Pty Ltd,12626833305,Shield Academy Pty Ltd,
77103564254,Meso Consulting Pty Ltd,,Shin Etsu Japan,
13159060561,Megan Anwyl,,Shire of Ashburton,
31626366452,Puzzle Consulting Pty Ltd,,Shire of Dundas,
31626366452,Puzzle Consulting Pty Ltd,,Shire of Dundas,
31626366452,Puzzle Consulting Pty Ltd,,Shire of Leonora,
31626366452,Puzzle Consulting Pty Ltd,,Shire of Wiluna,
31626366452,Puzzle Consulting Pty Ltd,,Shire of Wiluna,
51069838222,The Fifth Estate Consultancy Pty Ltd,29628289458,Shirley Angophora Pty Ltd,
48074671462,Essential Media Communications,,Shop Distributive & Allied Employees Association Nat Branch,
63272133108,The Trustee for Arthur Trust,77090543963,Sigma Bravo Pty Ltd,
65140067287,"Barton Deakin ",,Silk Road Commercial Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Silver Chain Group,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Silver Chain Group,
92715851492,Chikarovski & Associates Pty Ltd,,Silver Valley Holdings Pty Ltd,
24166898488,Bossy Group Pty Ltd,,Simavita Limited,
39098650241,John O'Connor and Associates Pty Ltd,,Simcoa Operations Pty Ltd,
23630677673,TG Endeavour Pty Ltd,,Sims Metal Management Limited,
91008657065,Craigleed Pty Ltd,52001056195,Singapore Airlines Ltd,
37108802366,Purple Communications Australia Pty Ltd,,"Sino Gas & Energy Holdings Limited ",
92715851492,Chikarovski & Associates Pty Ltd,,Sir Michael Hintze AM,
60355347758,Trustee of Kerans Family Trust,82106595377,SIRION GLOBAL PTY LTD,
46071979461,FTI Consulting (Perth) Pty Ltd,,Sirona Capital Management,
49006518412,"Cemdia Pty, Ltd",,SKY Perfect JSAT Corporation,
87145965466,Sling & Stone,30607343144,SLACK AUSTRALIA PTY LTD,
51364113263,Cotterell Jannette Suzanne,,Sleep Health Foundation,
48074671462,Essential Media Communications,,"Smart Energy Council ",
47166122434,Profile Consulting (Aust) Pty Ltd,,Smartgroup Corporation,
20098705403,Australian Public Affairs Limited Partnership,,Smartward,
91631938317,Wells OCallaghan Watterson Pty Ltd,,SmartWFM,
36617864347,Primary Communication Partners,26161428459,Smiling Mind,
36617864347,Primary Communication Partners,,Smiling Minds,
99003613134,Covance Pty Ltd (Covance Market Access Services division),68000087507,Smith & Nephew Pty Ltd,
14007098295,Starfare Image Pty Ltd,39162939120,SNDR PTY LTD,
71595434578,PRX Unit Trust,,Social Traders,
65140067287,"Barton Deakin ",,Social Traders Ltd,
71595434578,PRX Unit Trust,42132665804,SOCIAL TRADERS LTD,https://www.socialtraders.com.au/
37030229072,Geoff Conlon,,Solar Brokers Associated,
23630677673,TG Endeavour Pty Ltd,,Solaris,
73130740546,CMAX Communications Pty Ltd,,Soldier On,
80617178453,Scott Mitchell and Partners Pty Ltd,,Soldier On,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Sonartech Atlas Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Sonartech Atlas Pty Ltd,
13099902459,Visionary  Enterprising Management Services Pty Ltd,,"South Australian Independent Retailers Inc ",
91167042408,Royce Communications Pty Ltd,,South East Melbourne Group of Councils,
51364113263,Cotterell Jannette Suzanne,,South32,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Southern Cross Cable Network,
75153860407,bnj consultants pty ltd,33621420504,SOUTHERN LAUNCH,
92715851492,Chikarovski & Associates Pty Ltd,,Spacecon Australia Pty Ltd,
92715851492,Chikarovski & Associates Pty Ltd,,Spacecon Pty Ltd,
50082123822,GRACosway Pty Ltd,,Spark Infrastructure RE Limited,
45833435179,The Trustee for Upper Limit Trust,28050738728,Special Olympics Australia,
23969141298,John Scott Barker,30167464182,Spectran Environmental Management Pty Ltd,
98760171792,The Holland Trust,,Speyside Group,
63103178258,Res Publica Pty Ltd,,SpinalCure Australia,
26614088881,Christmas Jalili Pty Ltd,51609939817,Splunk Services Australia Pty Ltd,https://www.splunk.com
91167042408,Royce Communications Pty Ltd,,Sportradar,
79109681405,Hawker Britton Group Pty Ltd,,Sportsbet,
21131482230,Sanlaan Pty Ltd,35055714531,Springfield City Group,Springfield City Group
48164583519,Quinntessential Pty Ltd,89612446009,SRG Advisory Pty Ltd,
83615178571,Lunik Pty Ltd,74064572925,SSAB Swedish Steel Pty Ltd,
14616647628,Cahill and Bailey Pty Ltd,74064572925,"SSAB Swedish Steel Pty Ltd ",
20126507211,Richardson Coutts,,SSS Transcription,
33136520548,SAS Consulting Group Pty Ltd,,St Baker Energy Innovation Fund,
93156511607,C2hills Investments Pty Limited,,St Columba Anglican School Council Incorporated,
13075789196,Making The World A Better Place Pty Ltd,55028468715,St John Ambulance Western Australia Ltd,
37108802366,Purple Communications Australia Pty Ltd,,"St John of God Midland ",
23630677673,TG Endeavour Pty Ltd,,Standards Australia,
64964952044,Govstrat Pty Ltd,,Star Entertainment,
79109681405,Hawker Britton Group Pty Ltd,,"Star Scientific Limited ",
65140067287,"Barton Deakin ",,Star Scientific Ltd,
51364113263,Cotterell Jannette Suzanne,,State Grid Corporation of China,
30127240359,Repute Communications and Associates Pty Ltd,,"State Medical Assistance ",
63106038304,Premier Strategy Pty Ltd,,Stawell Gold Mines,
65140067287,"Barton Deakin ",,Steel Consultants (Aust) Pty Ltd,
37140000602,Paramul Pty Ltd,,Steritech,
37140000602,Paramul Pty Ltd,,Steritech,
20098705403,Australian Public Affairs Limited Partnership,,Stillbirth Foundation Australia,
25102956990,Lawrence Media Services Pty Ltd,,Stonelake Pty Ltd,
23969141298,John Scott Barker,93087990127,Stornoway,
45631309923,Eloquium Group Pty Ltd,66160180343,Stripe Payments Australia Pty Ltd,www.stripe.com
73130740546,CMAX Communications Pty Ltd,,"Stryker ",
17165851856,Willard Public Affairs Pty Limited,,StubHub (an ebay company),
89096965794,opr Agency,,STW Group,
63272133108,The Trustee for Arthur Trust,43861641423,Submarine Institute of Australia,
92603411650,Spring Street Advisory,,Sumo,
64964952044,Govstrat Pty Ltd,,Sun Metals Corporation,
11007120881,G.E.M. Management Pty Ltd,11101619658,Sunset Power,
33136520548,SAS Consulting Group Pty Ltd,,Sunset Power International T/A Delta Electricity,
33136520548,SAS Consulting Group Pty Ltd,,Sunset Power Pty Ltd,
41317956923,GIMC Consulting,161998125,Sunshine Coast Broadcasters,
84150667486,LOPAC Consulting Pty Limited,,Supacat Ltd,
38162366056,Newgate Communications Pty Limited,,Surf Life Saving Australia Ltd,
92715851492,Chikarovski & Associates Pty Ltd,,Surrogacy Australia,
98007408497,Hartrim Nominees Pty Ltd,59065464673,Swan Bay Project Management Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Swiss Re Australia,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Swiss Re Australia,
76615655699,Nexus APAC Pty Ltd,004926005,Swisse,
74085739046,Fowlstone Communications,,Sydney In Home Care Services,
20126507211,Richardson Coutts,,Sydney Marine Sand,
40105759279,CRAKYL Pty Ltd,,Sydney Park Estate,
38162366056,Newgate Communications Pty Limited,,Sydney Swans Ltd,
50056165827,John Connolly & Partners Pty Limited,87001667983,Sydney Theatre Company,
38162366056,Newgate Communications Pty Limited,,Symphony Services Australia Limited,
93354249142,The Trustee for ECG Advisory Trust,,Sympli Australia Pty Ltd,
71595434578,PRX Unit Trust,67002835412,T W U NOMINEES PTY LTD,https://www.twusuper.com.au
50082123822,GRACosway Pty Ltd,,TA Associates,
64964952044,Govstrat Pty Ltd,,Tabcorp,
31267269201,The Trustee for the Bowden Family Trust,,TAFE Directors Australia,
30624548429,Health Communincations Australia Pty Limited,,Takeda Pharmaceuticals Australia,
65140067287,"Barton Deakin ",,TAL Services Limited,
79109681405,Hawker Britton Group Pty Ltd,,TAL Services Limited,
73130740546,CMAX Communications Pty Ltd,,Talgo,https://www.talgo.com/
89619473602,Kate Dinon and Associates PR Pty Ltd,,Tali Health,
37108802366,Purple Communications Australia Pty Ltd,,Talison Lithium,
92715851492,Chikarovski & Associates Pty Ltd,85609725671,Taronga Ventures Pty Limited,
70543558011,Brent William Knevett,,Tasmanet,
65140067287,"Barton Deakin ",,Tata Consultancy Services,
79109681405,Hawker Britton Group Pty Ltd,,"Tata Consultancy Services ",
99153936719,"Cornerstone Group Australia Pty Ltd ",,Tax Management New Zealand,
99153936719,"Cornerstone Group Australia Pty Ltd ",,Tax Traders Ltd,
14613519770,KIG Energy Pty Ltd,,TBEA,
23969141298,John Scott Barker,,TCA Redevelopment Consortium,
75153860407,bnj consultants pty ltd,42129091274,TEAK CORP,
91631938317,Wells OCallaghan Watterson Pty Ltd,,Tech 2,
49622979177,"Media and Public Affairs ",,Technique Solar,
21131482230,Sanlaan Pty Ltd,,Technology One,
48074671462,Essential Media Communications,,Ted Noffs Foundation,
31083755104,Seismic Asia Pacific Pty Ltd,,Teledyne CARIS Inc.,
31083755104,Seismic Asia Pacific Pty Ltd,,"Teledyne CARIS, a business unit of Teledyne Digital Imaging, Inc.","115 Waggoners Lane, Fredericton, NB E3B 2L4 Canada"
45079232116,Australian Spectrum Consultants Pty Ltd,,Telesat,
76615655699,Nexus APAC Pty Ltd,33051775556,Telstra,
41108538772,Public Policy Solutions Pty Ltd,,Telstra,
26149964189,Premier State Consulting Pty Ltd,33051775556,Telstra Corporation Ltd,
71619450841,PremierNational Pty Ltd,33051775556,Telstra Corporation Ltd,
80617178453,Scott Mitchell and Partners Pty Ltd,,Telstra Corporation Ltd,
89096965794,opr Agency,,Tempus Energy,
89096965794,opr Agency,,Tempus Energy,
35441514971,The Trustee for Jackman Family Trust,,Terminals Pty Ltd,
77076174126,Probity International Pty. Ltd,,Teva Pharma Australia Pty Ltd,
34837287161,Kirchmann Management Consultants Pty Ltd,,TEVA Pharma Australia Pty Ltd ABN 169 715 664,
77076174126,Probity International Pty. Ltd,,Teva Pharmaceutical Industries Ltd,
45079232116,Australian Spectrum Consultants Pty Ltd,,Thales Alenia Space,
45079232116,Australian Spectrum Consultants Pty Ltd,,Thales Australia,
51364113263,Cotterell Jannette Suzanne,,The Action Group of Companies,
86231566780,The Trustee for Bespoke Business Trust,11005357522,The Australia and New Zealand Banking Group Limited,
51364113263,Cotterell Jannette Suzanne,,The Australian and New Zealand Association of Oral and Maxillofacial Surgeons,
56131702755,GRA Partners Pty Ltd,,The Australian Biome Project,https://www.australianbiomeproject.com/
29145634224,Jo Scard Pty Ltd,,The Australian Charities Fund Operations Limited,
71595434578,PRX Unit Trust,23000543788,THE AUSTRALIAN PSYCHOLOGICAL SOCIETY LIMITED,https://www.psychology.org.au
38917883987,Michael Megaw,,The Australian Sailor Pty Ltd ACN 140488651 PO Box 643 Wembley WA 6913,
89096965794,opr Agency,,The Australian Thyroid Foundation LTD,
35441514971,The Trustee for Jackman Family Trust,,The Big Issue,
91133062012,Sports Hydrant Pty Ltd,,The Big Issue in Australia Ltd,
51364113263,Cotterell Jannette Suzanne,,The Bionics Institute,
36617864347,Primary Communication Partners,,The Butterfly Foundation,
19672612619,The Trustee for Sandra Eccles Family Trust,84140893152,The Communications Council,
13099902459,Visionary  Enterprising Management Services Pty Ltd,,The Fourth Force Pty Ltd (trading as Drake Supermarkets),
13099902459,Visionary  Enterprising Management Services Pty Ltd,,The Fourth Force Pty Ltd (trading as Drake Supermarkets),
26614088881,Christmas Jalili Pty Ltd,90085953331,The George Institute for Global Health,https://www.georgeinstitute.org
30624548429,Health Communincations Australia Pty Limited,,The GUT Foundation,
24166898488,Bossy Group Pty Ltd,,The Hospitals Contribution Fund of Australia Limited,
95164204111,Etched Communications,,The Institute of Patent and Trade Mark Attorneys of Australia,
20126507211,Richardson Coutts,,The Institute of Patent and Trade Mark Attorneys of Australia,
58097123012,Socom,,The Interface Councils,
14625954912,Kurrajong Strategic Counsel,13061138181,The Kids' Cancer Project,
98134890337,Michelson Alexander Consulting,,The Les Twentyman Foundation,
98134890337,Michelson Alexander Consulting,,The Les Twentyman Foundation,
28125233543,Government Relations Solutions Pty Ltd,,The Linden Group Pty Ltd,
74068259683,Asys Consulting,,The Little Blue Dinosaur Foundation,
94064357544,CPR Communications & Public Relations Pty Ltd,,The Mayflower Group,
19672612619,The Trustee for Sandra Eccles Family Trust,22926759458,The Mirabel Foundation,
79157510884,Catherine McGovern,,The Mito Foundation,
17148998645,Diplomacy Pty Limited,,The Nature Conservancy Australia,
51364113263,Cotterell Jannette Suzanne,,The Pew Charitable Trusts,
58101934454,Crosby Textor Research Strategies Results Pty Ltd,,The Pharmacy Guild of Australia,
70997483976,The Trustee for THE D & W CHRISTISON FAMILY TRUST,31618489277,The PR Collaborative,
94064357544,CPR Communications & Public Relations Pty Ltd,,The Real Estate Institute of Victoria,
94064357544,CPR Communications & Public Relations Pty Ltd,,The Real Estate Institute of Victoria,
38162366056,Newgate Communications Pty Limited,,The Royal Australian and New Zealand College of Radiologists,
19672612619,The Trustee for Sandra Eccles Family Trust,,The Salvation Army,
19672612619,The Trustee for Sandra Eccles Family Trust,4472238844,"The Salvation Army Employment Plus ",
58154594644,Bushido International Pty Ltd,,The Sanity Space Foundation Limited,
23630677673,TG Endeavour Pty Ltd,,"The Shell Company of Australia Ltd ",
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,The Smith Family,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,The Smith Family,
51364113263,Cotterell Jannette Suzanne,,The Society of Hospital Pharmacists of Australia,
65140067287,"Barton Deakin ",,"The Song Room Inc ",
21131482230,Sanlaan Pty Ltd,85149629023,The Star Entertainment Group,The Star Entertainment Group
76615655699,Nexus APAC Pty Ltd,25060510410,The Star Pty Ltd,
71595434578,PRX Unit Trust,79125944293,THE TRUSTEE FOR BERTRIKA TRUST & OTHERS,https://www.perfekt.com.au
38162366056,Newgate Communications Pty Limited,,The Trustee for Diversified Infrastructure Trust,
26614088881,Christmas Jalili Pty Ltd,28691324027,The Trustee for Divorce Partners Trust,http://www.divorcepartners.com.au
70997483976,The Trustee for THE D & W CHRISTISON FAMILY TRUST,24318264323,The trustee for Fairlandview Trust,
87145965466,Sling & Stone,45960194277,The Trustee for Future Super Fund,https://www.myfuturesuper.com.au
36617864347,Primary Communication Partners,97762779205,The Trustee for Haben Property Fund Pty Limited as responsible entity of Haben Retail Number 2 Trust,
71619450841,PremierNational Pty Ltd,60757059521,The Trustee for Sustainable Melbourne Fund,
29145634224,Jo Scard Pty Ltd,,The trustee for the Jodi Lee Foundation ABN 22 313 584 765,
26614088881,Christmas Jalili Pty Ltd,70250995390,The Trustee for the NSW Electricity Networks Operations Trust,https://www.transgrid.com.au
65140067287,"Barton Deakin ",15736576735,The University of Newcastle,
70737580108,Daymark Public Relations Pty Ltd,97056509025,The Village Building Co Ltd,"https://villagebuilding.com.au/ "
99153936719,"Cornerstone Group Australia Pty Ltd ",,THE VINCE & LEAH ANNETTA FAMILY TRUST,
99153936719,"Cornerstone Group Australia Pty Ltd ",,THE VINCE & LEAH ANNETTA FAMILY TRUST,
76615655699,Nexus APAC Pty Ltd,17632106837,The Whiskey Project,
90116598924,Statecraft,,Third Sector Strategy Group,
83615178571,Lunik Pty Ltd,30168134414,Thomas Global Systems,
81634747363,GC Advisory Pty Ltd,,Thomson Geer Lawyers,
,Cultural Consulting,,Thor F. Jensen,
62164001969,BDaaS Consulting Pty Ltd,,Threatmetrix Pty Ltd,
62164001969,BDaaS Consulting Pty Ltd,,Threatmetrix Pty Ltd,
38917883987,Michael Megaw,,Tian An Australia Ltd   ABN 12009134114,
56131702755,GRA Partners Pty Ltd,57260325176,Ticket Brokers Association of Australia Inc,
41008620326,Cynergy Pty Ltd,,Tidal Energy Australia Pty Ltd,
92715851492,Chikarovski & Associates Pty Ltd,,Tide Foundation,
38162366056,Newgate Communications Pty Limited,87605237885,TIK TOK PTY LTD,
92603411650,Spring Street Advisory,,Tilt Renewables,
65002687685,Baldwin Boyle Group,,Tilt Renewables,
23969141298,John Scott Barker,12161713015,Timberlink Australia Pty Ltd,
49622979177,"Media and Public Affairs ",,TISV,
35631919009,Counsel House Pty Ltd,,TitjimbatTeachaboutInc.,
